1722,entity:school:541,regex:School of the Environment, Natural Resources and Geography
1722,entity:school:541,regex:环境、自然资源与地理环境学院
1723,entity:school:550,regex:School of Chemistry
1723,entity:school:550,regex:化学学院
1724,entity:school:641,regex:School of Chemistry
1724,entity:school:641,regex:化学学院
1725,entity:school:561,regex:School of Chemistry
1725,entity:school:561,regex:化学学院
1726,entity:school:597,regex:School of Chemistry
1726,entity:school:597,regex:化学学院
1728,entity:school:541,regex:School of Chemistry
1728,entity:school:541,regex:化学学院
1729,entity:school:599,regex:School of Chemistry
1729,entity:school:599,regex:化学学院
1731,entity:school:570,regex:School of Chemistry
1731,entity:school:570,regex:化学学院
1730,entity:school:554,regex:School of Chemistry
1730,entity:school:554,regex:化学学院
1733,entity:school:656,regex:School of Chemistry
1733,entity:school:656,regex:化学学院
1734,entity:school:635,regex:Department of Geography
1734,entity:school:635,regex:地理系
1735,entity:school:626,regex:Department of Geography
1735,entity:school:626,regex:地理系
1736,entity:school:669,regex:Department of Geography
1736,entity:school:669,regex:地理系
1737,entity:school:564,regex:Department of Geography
1737,entity:school:564,regex:地理系
1739,entity:school:601,regex:Department of Geography
1739,entity:school:601,regex:地理系
1740,entity:school:559,regex:Department of Geography
1740,entity:school:559,regex:地理系
1703,entity:school:622,regex:School of Engineering
1703,entity:school:622,regex:工程学院
1742,entity:school:695,regex:Department of Geography
1742,entity:school:695,regex:地理系
1743,entity:school:569,regex:Department of Geography
1743,entity:school:569,regex:地理系
1738,entity:school:687,regex:Department of Geography
1738,entity:school:687,regex:地理系
1744,entity:school:601,regex:Department of Management
1744,entity:school:601,regex:管理部
1746,entity:school:568,regex:Department of Management
1746,entity:school:568,regex:管理部
1747,entity:school:614,regex:Arts and Media
1747,entity:school:614,regex:艺术与媒体
1748,entity:school:616,regex:School of Social Sciences, Humanities and Languages
1748,entity:school:616,regex:社会科学学院，人文与语言学院
1749,entity:school:599,regex:School of Geosciences
1749,entity:school:599,regex:地球科学与技术学院
1745,entity:school:565,regex:Department of Management
1745,entity:school:565,regex:管理部
1741,entity:school:566,regex:Department of Geography
1741,entity:school:566,regex:地理系
1752,entity:school:620,regex:School of the Built Environment
1752,entity:school:620,regex:建筑环境学院
1753,entity:school:593,regex:Faculty of Arts and Human Sciences
1753,entity:school:593,regex:人文科学学院
1750,entity:school:578,regex:School of the Built Environment
1750,entity:school:578,regex:建筑环境学院
1755,entity:school:625,regex:Graduate Business School
1755,entity:school:625,regex:研究生商学院
1756,entity:school:599,regex:School of Literature, Languages and Cultures
1756,entity:school:599,regex:文学，语言与文化学院
1751,entity:school:568,regex:School of the Built Environment
1751,entity:school:568,regex:建筑环境学院
1754,entity:school:544,regex:School of Computer Science and Electronic Engineering
1754,entity:school:544,regex:计算机科学与电子工程学院
1757,entity:school:663,regex:Faculty of Social Sciences and Humanities
1757,entity:school:663,regex:社会科学与人文学院
1758,entity:school:554,regex:School of Social and Political Sciences
1758,entity:school:554,regex:社会与政治学学院
1761,entity:school:681,regex:Department of Information Studies
1761,entity:school:681,regex:信息学系
1762,entity:school:642,regex:School of Management (including Law)
1762,entity:school:642,regex:管理学院（包括法律）
1759,entity:school:655,regex:School of Social and Political Sciences
1759,entity:school:655,regex:社会与政治学学院
1760,entity:school:580,regex:Faculty of Computing, Engineering and Sciences
1760,entity:school:580,regex:计算机、工程与科学学院
1769,entity:school:638,regex:History
1769,entity:school:638,regex:历史
1770,entity:school:661,regex:History
1770,entity:school:661,regex:历史
1771,entity:school:625,regex:History
1771,entity:school:625,regex:历史
1773,entity:school:671,regex:History
1773,entity:school:671,regex:历史
1767,entity:school:599,regex:School of Health in Social Science
1767,entity:school:599,regex:社会科学学院
1775,entity:school:571,regex:History
1775,entity:school:571,regex:历史
1768,entity:school:599,regex:History
1768,entity:school:599,regex:历史
1776,entity:school:563,regex:History
1776,entity:school:563,regex:历史
1774,entity:school:561,regex:History
1774,entity:school:561,regex:历史
1778,entity:school:610,regex:History
1778,entity:school:610,regex:历史
1777,entity:school:636,regex:History
1777,entity:school:636,regex:历史
1780,entity:school:585,regex:Department of International Politics
1780,entity:school:585,regex:国际政治学系
1781,entity:school:571,regex:Geography
1781,entity:school:571,regex:地理
1784,entity:school:661,regex:Geography
1784,entity:school:661,regex:地理
1785,entity:school:638,regex:Geography
1785,entity:school:638,regex:地理
1786,entity:school:645,regex:Faculty of Arts and Media Technologies
1786,entity:school:645,regex:艺术和媒体技术学院
1787,entity:school:564,regex:Department of Chemical Engineering
1787,entity:school:564,regex:化学工程系
1788,entity:school:582,regex:Department of Chemical Engineering
1788,entity:school:582,regex:化学工程系
1782,entity:school:563,regex:Geography
1782,entity:school:563,regex:地理
1779,entity:school:681,regex:Department of International Politics
1779,entity:school:681,regex:国际政治学系
1791,entity:school:620,regex:Faculty of Arts, Professional and Social Studies
1791,entity:school:620,regex:艺术学院，专业和社会研究
1792,entity:school:628,regex:School of Sport, Tourism and the Outdoors
1792,entity:school:628,regex:体育、旅游及户外学校
1794,entity:school:653,regex:School of Health and Social Care
1794,entity:school:653,regex:卫生和社会保健学院
1793,entity:school:589,regex:School of Health and Social Care
1793,entity:school:589,regex:卫生和社会保健学院
1796,entity:school:658,regex:School of Applied Sciences
1796,entity:school:658,regex:应用科学学院
1795,entity:school:683,regex:School of Health and Social Care
1795,entity:school:683,regex:卫生和社会保健学院
1799,entity:school:679,regex:Cass School of Education and Communities
1799,entity:school:679,regex:中国社会科学院教育和社区学校
1797,entity:school:639,regex:School of Applied Sciences
1797,entity:school:639,regex:应用科学学院
1801,entity:school:641,regex:School of Music
1801,entity:school:641,regex:音乐学院
1798,entity:school:685,regex:School of Applied Sciences
1798,entity:school:685,regex:应用科学学院
1802,entity:school:691,regex:School of Music
1802,entity:school:691,regex:音乐学院
1800,entity:school:609,regex:Institute of Medicine
1800,entity:school:609,regex:医学研究所
1803,entity:school:635,regex:School of Music
1803,entity:school:635,regex:音乐学院
1804,entity:school:541,regex:School of Music
1804,entity:school:541,regex:音乐学院
1807,entity:school:625,regex:English
1807,entity:school:625,regex:英语
1808,entity:school:610,regex:English
1808,entity:school:610,regex:英语
1809,entity:school:661,regex:English
1809,entity:school:661,regex:英语
